course_title,platform,tags,level,rating,url
Create Docker Container with Flask Seaborn Regression Plot App,Coursera,relative change and difference  hypervisor  failure  Python Programming  web application  web  running  software  Regression  flask information-technology support-and-operations,Beginner,4.6,https://www.coursera.org/learn/create-docker-container-seaborn-regression-plot-app
Cybersecurity Policy for Aviation and Internet Infrastructures,Coursera,crime  Leadership and Management  process  adobe air  internet  security  Risk Management  airport security  relative change and difference  Risk social-sciences governance-and-society,Intermediate,4.7,https://www.coursera.org/learn/cybersecurity-policy-aviation-internet
Introduction to Front-end Development with ReactJS,Coursera,javascript framework  Javascript  project  html  React (web framework)  project networks  web  internet  Web Development  euler's totient function computer-science mobile-and-web-development,Beginner,4.6,https://www.coursera.org/learn/into-to-reactjs
Image Classification with Amazon Sagemaker,Coursera,Machine Learning  Algorithms  Virtual Reality  classification algorithms  Artificial Neural Networks  project  augmented reality  Python Programming  Convolutional Neural Network  statistical classification data-science machine-learning,Beginner,4.6,https://www.coursera.org/learn/image-classification-sagemaker
Predict Performance Using MA Forecasting in Google Sheets,Coursera,modeling  moving average  project  General Statistics  Forecasting  statistical hypothesis testing  Spreadsheet Software  moving-average model  Accuracy And Precision  performance business finance,Beginner,0.0,https://www.coursera.org/learn/predict-performance-using-ma-forecasting-in-google-sheets
Inferential Statistics,Coursera,Regression Analysis  factor analysis  Regression  analysis of variance  statistical inference  parametric statistics  General Statistics  nonparametric statistics  inference  analysis data-science probability-and-statistics,Intermediate,4.1,https://www.coursera.org/learn/inferential-statistics
How To Land the Job You Want (Capstone Project),Coursera,elevator pitch  Writing  r&d management  relationship marketing  lecture  Strategy  marketing plan  personal advertisement  project  future self business business-strategy,Advanced,0.0,https://www.coursera.org/learn/job-interview-capstone
C++ Classes and Objects,Coursera,Computer Programming  instance variable  crt0  procedural programming  gauss markov theorem  project  home directory  class variable  ordered pair  euler's totient function computer-science software-development,Conversant,0.0,https://www.coursera.org/learn/cpp-classes-and-objects
BIM Application for Engineers,Coursera,Autodesk  Civil Engineering  3d modeling  architecture  building information modeling  modeling  autocad architecture  simulation  navisworks  autodesk revit architecture physical-science-and-engineering mechanical-engineering,Intermediate,4.6,https://www.coursera.org/learn/bim-application
"Python: Imputations, Feature Creation & Statistical Analysis",Coursera,General Statistics  Python Programming  imputation (statistics)  analysis  Exploratory Data Analysis  Missing Data  project  Feature Engineering  evaluation  Statistical Analysis data-science machine-learning,Beginner,4.7,https://www.coursera.org/learn/imputations-feature-creation
How To Teach Us,Coursera,smile  music  lecture  applause  family  education  law  hopefully  Causality  opinion social-sciences education,Advanced,4.3,https://www.coursera.org/learn/how-to-teach-us
"Integrated Marketing Communications: Advertising, Public Relations, Digital Marketing and more",Coursera,integrated marketing communications  marketing communications  Leadership and Management  Advertising  Strategy  Digital Marketing  Communication  marketing mix  Public Relations  Marketing business marketing,Beginner,4.7,https://www.coursera.org/learn/integrated-marketing-communications
Model Thinking,Coursera,six sigma  Behavioral Economics  Economics  logic  modeling  Critical Thinking  analysis  strategic thinking  systems thinking  thought social-sciences economics,Beginner,4.8,https://www.coursera.org/learn/model-thinking
Electric Power Systems,Coursera,electric power transmission  Studentized Residual  supply chain  smart grid  renewable energy  sustainability  Electrical Engineering  energy  generation  Electrical Power Generation physical-science-and-engineering electrical-engineering,Beginner,4.7,https://www.coursera.org/learn/electric-power-systems
New Product Development For Small Businesses and Start-Ups,Coursera,Sales  market segmentation  Planning  Entrepreneurship  project  throughput (business)  supply chain  modeling  Product Development  product concept business entrepreneurship,Beginner,4.6,https://www.coursera.org/learn/new-product-dev-smes
Earth Economics,Coursera,economics of sustainability  sustainability  government spending  Economics  earth economics  policy analysis  Behavioral Economics  monetary policy  environmental economics  economy social-sciences economics,Beginner,4.4,https://www.coursera.org/learn/earth-economics
Big Data Applications: Machine Learning at Scale,Coursera,Ensemble Learning  Gradient Boosting  Algorithms  Machine Learning Algorithms  Machine Learning  Training  Scaling  Random Forest  decision tree  Big Data data-science machine-learning,Advanced,3.7,https://www.coursera.org/learn/machine-learning-applications-big-data
Classification with Transfer Learning in Keras,Coursera,Computer Vision  Keras  feature (computer vision)  Machine Learning  adobe indesign  statistical classification  General Statistics  Tensorflow  project  Python Programming data-science machine-learning,Advanced,4.5,https://www.coursera.org/learn/image-classification-transfer-learning-keras
FinTech Disruptive Innovation: Implications for Society,Coursera,financial services  financial institution  peer-to-peer lending  Innovation  market (economics)  FinTech  outsourcing  peer-to-peer  global  financial services companies business finance,Intermediate,4.8,https://www.coursera.org/learn/fintech-disruption
Data Visualization with Tableau Project,Coursera,software  business analytics  last mile  analysis  tableau software  Visual Design  Data Visualization  method of analytic tableaux  Exploratory Data Analysis  brushing and linking data-science data-analysis,Advanced,4.6,https://www.coursera.org/learn/dataviz-project
User Experience Design � Creating User Profiles,Coursera,project  experience  User Experience  Business  flow network  spreadsheet  Persona Research  User Experience Design  documents  presentation business business-essentials,Beginner,4.2,https://www.coursera.org/learn/uxdesign-userprofiles
The Changing Global Order,Coursera,international relations  conflict resolution  affair  arbitration  global  power politics  coercion  history  conflict resolution strategy  foreign policy social-sciences governance-and-society,Intermediate,4.7,https://www.coursera.org/learn/changing-global-order
Feature Engineering,Coursera,apache beam  Cloud Computing  dataflow  Cloud Platforms  Google Cloud Platform  Apache  Feature Engineering  beam robotics  Feature Selection  Tensorflow data-science machine-learning,Beginner,4.4,https://www.coursera.org/learn/feature-engineering
Blockchain Platforms,Coursera,Application Development  smart contract  file system  scalability  BlockChain  escrow  multisignature  Microsoft Azure  ethereum  solidity computer-science software-development,Advanced,4.6,https://www.coursera.org/learn/blockchain-platforms
Transistor - Field Effect Transistor and Bipolar Junction Transistor,Coursera,block cipher mode of operation  bias  Radio Frequency (RF) Optimization  lecture  homework  electronics  energy  Studentized Residual  Operations Management  Electrical Engineering physical-science-and-engineering electrical-engineering,Advanced,3.7,https://www.coursera.org/learn/transistor-field-effect-transistor-bipolar-junction-transistor
Malicious Software and its Underground Economy: Two Sides to Every Story,Coursera,java enterprise platform  bnc (software)  clickjacking  browser exploit  Mobile Security  man-in-the-browser  iterative deepening a*  malware  bulletproof hosting  cybercrime computer-science software-development,Not Calibrated,4.4,https://www.coursera.org/learn/malsoftware
Data Analysis with Python,Coursera,Data Model  Regression  Python Programming  Regression Analysis  Exploratory Data Analysis  analysis  Computer Programming  modeling  Data Analysis  linearity data-science data-analysis,Conversant,4.6,https://www.coursera.org/learn/data-analysis-with-python
Data Analysis with Python,Coursera,Data Model  Regression  Python Programming  Regression Analysis  Exploratory Data Analysis  analysis  Computer Programming  modeling  Data Analysis  linearity data-science data-analysis,Conversant,4.6,https://www.coursera.org/learn/data-analysis-with-python
Introduction to Android graphics,Coursera,Mobile Development  Computer Graphics  2d computer graphics  perspective projection  android studio  opengl  Android Development  Scaling  gimbal lock  three-dimensional graph computer-science mobile-and-web-development,Intermediate,3.5,https://www.coursera.org/learn/intro-android-graphics
3D Interaction Design in Virtual Reality,Coursera,augmented reality  3d interaction  user interface  Virtual Reality  redirected walking  graphical user interface  interaction design  interact  interfaces  hyperinteger computer-science design-and-product,Advanced,4.5,https://www.coursera.org/learn/3d-interaction-design-virtual-reality
Security & Safety Challenges in a Globalized World,Coursera,terrorism  criminology  international relations  safety culture  security  wicked problem  security management  emergency management  safety  Leadership and Management social-sciences governance-and-society,Intermediate,4.8,https://www.coursera.org/learn/security-safety-globalized-world
The Role of Global Capital Markets,Coursera,capital market  global  efficient-market hypothesis  Finance  financial intermediary  asset  commodity markets  price discovery  foreign exchange market  market (economics) business finance,Beginner,4.6,https://www.coursera.org/learn/capital-markets
IBM IT Assessment: Identifying the Right Career for You!,Coursera,order matching system  Human Resources  career  educational psychology  business analytics  coaching  psychology lists  personality  Information Technology  educational assessment personal-development personal-development,Beginner,3.0,https://www.coursera.org/learn/ibm-it-assessment
Transfer Learning for NLP with TensorFlow Hub,Coursera,natural language  modeling  statistical classification  Tensorflow  performance  Document Classification  inference  text corpus  Deep Learning  Natural Language Processing data-science machine-learning,Beginner,4.8,https://www.coursera.org/learn/transfer-learning-nlp-tensorflow-hub
Build NLP pipelines using scikit-learn,Coursera,Data Analysis  Machine Learning  Natural Language Processing  project  modeling  Scikit-Learn  Exploratory Data Analysis  Model Building  Estimator  statistical classification data-science machine-learning,Advanced,4.3,https://www.coursera.org/learn/build-nlp-pipelines-using-scikit-learn
Edit Your Photos for Social Media Marketing using PicsArt,Coursera,editing  project  budget  Social Media  social media marketing  employment  media market  Video Editing  media psychology  download business marketing,Beginner,5.0,https://www.coursera.org/learn/edit-your-photos-for-social-media-marketing-using-picsart
Designing the Organization,Coursera,Leadership and Management  leadership  organization design  critical graph  corporate bond  corporate governance  Performance Management  organizational structure  organizational theory  strategic management business leadership-and-management,Intermediate,4.6,https://www.coursera.org/learn/designing-organization
"Energy, Environment, and Everyday Life",Coursera,wind energy  oil  physics  Solar Energy  Hydropower  energy  Natural Gas  chemistry  renewable energy  observatory physical-science-and-engineering environmental-science-and-sustainability,Beginner,4.7,https://www.coursera.org/learn/energy-environment-life
Biosphere 2 Science for the Future of Our Planet,Coursera,climate change  Solar Systems  biodiversity  astrobiology  biosphere  ecosystem  ecology  ecosystems  earthing system  botany physical-science-and-engineering environmental-science-and-sustainability,Beginner,4.8,https://www.coursera.org/learn/biosphere-science-future
Maps and the Geospatial Revolution,Coursera,Map  ordered pair  Cartography  gis software  Geographic Information System  Scaling  global positioning system  thematic map  Mapping  Spatial Analysis data-science data-analysis,Intermediate,4.7,https://www.coursera.org/learn/geospatial
Business English: Management and Leadership,Coursera,email writing  Communication  Business Communication  Writing  coaching  language  email  leadership  Leadership and Management  english language language-learning learning-english,Advanced,4.8,https://www.coursera.org/learn/management-leadership-english
Regression with Automatic Differentiation in TensorFlow,Coursera,Tensorflow  project  Machine Learning  Algorithms  automatic differentiation  linearity  linear regression  Calculus  Python Programming  Regression data-science machine-learning,Beginner,4.7,https://www.coursera.org/learn/regression-automatic-differentiation-tensorflow
Using Python to Access Web Data,Coursera,parsing  web api  Python Programming  regular expression  web  Computer Programming  json  xml  web scraping  application programming interfaces computer-science software-development,Conversant,4.7,https://www.coursera.org/learn/python-network-data
Capstone Course: Start Up Your Fintech Future,Coursera,cost  sales presentation  business plan  project  FinTech  Peer Review  Writing  modeling  business model canvas  brainstorming business entrepreneurship,Beginner,4.4,https://www.coursera.org/learn/startup-fintech-capstone
"Anatomy: Gastrointestinal, Reproductive and Endocrine Systems",Coursera,growth hormone  mammary gland  hormone  anatomy  scrotum  digestive system  ovary  glands  pharynx  gland life-sciences basic-science,Intermediate,4.9,https://www.coursera.org/learn/anatomy403-4x
University Admission Prediction Using Multiple Linear Regression,Coursera,Standard Score  modeling  Coefficient Of Determination  Regression  linear regression  Data Analysis  Studentized Residual  project  Python Programming  linearity data-science machine-learning,Intermediate,4.6,https://www.coursera.org/learn/machine-learning-university-admission
Science Literacy,Coursera,scientific observation  hypothesis  science communication  conservation biology  health  empirical research  empirical evidence  scientific method  health law  evidence-based practice life-sciences basic-science,Advanced,4.9,https://www.coursera.org/learn/science-literacy
Electrodynamics: In-depth Solutions for Maxwell�s Equations,Coursera,energy  Electrical Engineering  lecture  physics  f.lux  sources  full configuration interaction  chemistry  windows metafile  Chemical Engineering physical-science-and-engineering electrical-engineering,Beginner,4.8,https://www.coursera.org/learn/electrodynamics-solutions-maxwells-equations
Seeking Investment Alpha,Coursera,seeks  trading  leadership  systematic risk  project  Risk  investment  rate of return  Finance  stock business finance,Beginner,4.8,https://www.coursera.org/learn/seeking-investment-alpha
Foundations for Interviewing with Confidence,Coursera,Salesforce  Sales  empathy  exhibitions  audience  personal branding  interview  crowding  standing ovation  confidence business business-essentials,Advanced,5.0,https://www.coursera.org/learn/sales-interview
Getting Started with Google Classroom,Coursera,sign  english language  education  Accounting  schedule  Communication  process  internet of things  project mine  Training social-sciences education,Beginner,4.9,https://www.coursera.org/learn/google-classroom
Introduction to UI Design,Coursera,usability  user interface  experience  interfaces  evaluation  java annotation  user interface design  principle  principles of user interface design  User Experience computer-science design-and-product,Conversant,4.7,https://www.coursera.org/learn/ui-design
Building and analyzing linear regression model in R,Coursera,linearity  Machine Learning  modeling  Regression Analysis  Summary Statistics  linear regression  R Programming  Data Analysis  Test Set  Regression data-science machine-learning,Beginner,4.5,https://www.coursera.org/learn/build-analyze-linear-regression-model-r
UI Design Capstone,Coursera,test plan  no frills  cognitive walkthrough  evaluation  i-deas  user interface design  user interface  User Experience  User Research  heuristic evaluation computer-science design-and-product,Intermediate,4.1,https://www.coursera.org/learn/ui-design-capstone
Customising your models with TensorFlow 2,Coursera,process  compiler  modeling  recurrent neural network  Part-Of-Speech Tagging  Deep Learning  Tensorflow  Time Series  Artificial Neural Networks  PyTorch data-science machine-learning,Advanced,4.9,https://www.coursera.org/learn/customising-models-tensorflow2
Python for Data Science and AI,Coursera,Python Programming  python libraries  analysis  semantics  Computer Programming  syntax  Data Analysis  Pandas  python syntax and semantics  Numpy data-science data-analysis,Conversant,4.5,https://www.coursera.org/learn/python-for-applied-data-science-ai
Python for Data Science and AI,Coursera,Python Programming  python libraries  analysis  semantics  Computer Programming  syntax  Data Analysis  Pandas  python syntax and semantics  Numpy data-science data-analysis,Conversant,4.5,https://www.coursera.org/learn/python-for-applied-data-science-ai
Exploring Quantum Physics,Coursera,physics  classical mechanics  astronomy  acoustics  materials  homework  tailored access operations  interpretation  lecture  quantum mechanics physical-science-and-engineering physics-and-astronomy,Advanced,3.5,https://www.coursera.org/learn/quantum-physics
TensorFlow for AI: Neural Network Representation,Coursera,Training  Deep Learning  Tensorflow  world file  materials  Artificial Neural Networks  series a round  project mine  modeling  ordered pair data-science machine-learning,Intermediate,5.0,https://www.coursera.org/learn/tensorflow-for-ai-neural-network-representation
Regression Modeling in Practice,Coursera,odds ratio  Regression  Confounding  analysis  Logistic Regression  modeling  regression diagnostics  Data Analysis  supply chain  Regression Analysis data-science probability-and-statistics,Intermediate,4.4,https://www.coursera.org/learn/regression-modeling-practice
Approximation Algorithms Part I,Coursera,Algorithms  approximation  integer programming  combinatorial optimization  linear programming relaxation  knapsack problem  randomized rounding  dynamic programming  linear programming  approximation algorithm computer-science algorithms,Advanced,4.8,https://www.coursera.org/learn/approximation-algorithms-part-1
Fundraising and Development Foundations,Coursera,Prospecting  funds  Planning  fundraising  process  r&d management  gift  stewardship  ordered pair  interact business business-strategy,Intermediate,4.7,https://www.coursera.org/learn/fundraising-development
Career Decisions: From Insight to Impact,Coursera,psychology  thought  analysis paralysis  Adult Education  experience  career counseling  career  personal identity  career development  counseling personal-development personal-development,Intermediate,4.7,https://www.coursera.org/learn/career-decisions
Evaluating Problems,Coursera,Culture  Problem Solving  global  ethics  philosophy  systems thinking  evaluation  lent  thought  history business leadership-and-management,Beginner,4.8,https://www.coursera.org/learn/evaluating-problems
Check Point Jump Start: SMB Network Security,Coursera,encryption  Inspection  zero-day (computing)  authentication  security  mobile app  Network Security  data clustering algorithms  Troubleshooting  private network computer-science computer-security-and-networks,Intermediate,0.0,https://www.coursera.org/learn/check-point-jump-start-smb-network-security
Business Opportunities and Risks in a Globalized Economy,Coursera,Economics  internal devaluation  economy  balance of payments  internality  monetary policy  Risk  government debt  india  government budget balance social-sciences economics,Beginner,4.8,https://www.coursera.org/learn/business-opportunities-and-risks-in-a-globalized-economy
Accounting Analysis II: Accounting for Liabilities and Equity,Coursera,comprehensive income  treasury stock  Dividends  common stock  cost benefit analysis  financial statement  Accounting  international financial reporting standards  stock  income business business-essentials,Advanced,4.6,https://www.coursera.org/learn/accounting-analysis-2-equity
Introduction to Docker: Build Your Own Portfolio Site,Coursera,redis  docker (software)  software  angularjs  laravel  HTML and CSS  project  html  demos  Angular information-technology cloud-computing,Beginner,4.6,https://www.coursera.org/learn/introduction-to-docker-build-portfolio-site
Build an App in Android Studio using Resources,Coursera,android studio  java (software platform)  upload  project  drop-down list  Computer Programming  Android Development  download  interfaces  Java Programming computer-science mobile-and-web-development,Beginner,4.6,https://www.coursera.org/learn/build-an-app-in-android-studio-using-resources
Explainable Machine Learning with LIME and H2O in R,Coursera,statistical classification  Random Forest  Accuracy And Precision  Natural Language Processing  interpretation  linear model  Machine Learning  linearity  modeling  approximation data-science machine-learning,Beginner,4.6,https://www.coursera.org/learn/explainable-machine-learning-lime-h2o
Valuation for Startups Using Discounted Cash Flows Approach,Coursera,cash flow  bond valuation  Microsoft Excel  flow network  Enterprise Value  discounted cash flow  Finance  discounting  perpetuity  present value business finance,Intermediate,4.3,https://www.coursera.org/learn/discounted-cash-flow
"Programming Foundations with JavaScript, HTML and CSS",Coursera,HTML and CSS  web page  Javascript  Web Development  Computer Programming  Web Design  html  HTML5  web  CSS computer-science mobile-and-web-development,Beginner,4.5,https://www.coursera.org/learn/duke-programming-web
The Science of Training Young Athletes,Coursera,adolescence  Training  Training Programs  performance  puberty  sports  youth  endurance  early childhood  coaching personal-development personal-development,Beginner,4.8,https://www.coursera.org/learn/youth-sports
The World of the String Quartet,Coursera,Art History  language  Innovation  anguish  music  thought  Drama  death  piano  latex arts-and-humanities music-and-art,Not Calibrated,4.7,https://www.coursera.org/learn/string-quartet
A Law Student's Toolkit,Coursera,Legal Analysis  Legal Terminology  law  Writing  family law  analysis  Business Law  Legal Writing  Legal Research  Corporate Law social-sciences law,Advanced,4.6,https://www.coursera.org/learn/law-student
Introduction to Applied Machine Learning,Coursera,Algorithms  Machine Learning Algorithms  Applied Machine Learning  Test Set  Machine Learning  ordered pair  Training  Human Learning  Deep Learning  business requirements data-science machine-learning,Intermediate,4.7,https://www.coursera.org/learn/machine-learning-applied
Whole genome sequencing of bacterial genomes - tools and applications,Coursera,antimicrobials  Bioinformatics  analysis  bacterial genome  whole genome sequencing  phylogenetics  plasmid  genomics  antimicrobial resistance  species life-sciences research,Intermediate,4.5,https://www.coursera.org/learn/wgs-bacteria
Pattern Discovery in Data Mining,Coursera,text mining  spades (software)  Sequential Pattern Mining  apriori algorithm  Pattern Recognition  text corpus  Algorithms  lambda lifting  a priori  Data Mining data-science data-analysis,Intermediate,4.1,https://www.coursera.org/learn/data-patterns
Logic for Economists,Coursera,set theory  Economics  hypothesis theory  law  economy  mathematical economics  Calculus  logic  probability  interpretation (logic) math-and-logic math-and-logic,Intermediate,4.3,https://www.coursera.org/learn/logic-for-economists
Machine Learning:  Predict Poisonous Mushrooms using a Random Forest Model and the FFTrees Package in R,Coursera,Bar Chart  ggplot2  iOS Development  Dependent And Independent Variables  randomness  business analytics  Chart  Machine Learning  financial modeling  project data-science data-analysis,Beginner,4.6,https://www.coursera.org/learn/predict-poison-mushrooms-using-random-forest
Physical Basics of Quantum Computing,Coursera,quantum teleportation  information theory  quantum mechanics  density matrix  computational chemistry  error detection and correction  quantum computing  qubit  physics  tailored access operations physical-science-and-engineering physics-and-astronomy,Intermediate,4.2,https://www.coursera.org/learn/physical-basis-quantum-computing
Introduction to CSS3,Coursera,Style Sheets  css box model  HTML and CSS  modeling  Web Design  Web Development  CSS  style sheet (web development)  web  html computer-science mobile-and-web-development,Beginner,4.8,https://www.coursera.org/learn/introcss
Neural Network Visualizer Web App with Python,Coursera,Machine Learning  application programming interfaces  flask  web  modeling  project  Artificial Neural Networks  Python Programming  web application  Keras data-science machine-learning,Beginner,4.5,https://www.coursera.org/learn/neural-network-visualizer
Supply Chain Management Strategy,Coursera,Strategy  Supply Chain Planning  chaining  supply chain  supply chain management  Planning  Leadership and Management  Operations Management  Supply Chain Strategy  sources business business-strategy,Advanced,4.8,https://www.coursera.org/learn/supply-chain-management-strategy
Statistical Data Visualization in Python,Coursera,project mine  Chart  project  Computer Graphics  Plotly  Python Programming  Statistical Visualization  General Statistics  Machine Learning  Data Visualization data-science data-analysis,Advanced,3.7,https://www.coursera.org/learn/statistical-visualization
The Importance of Listening,Coursera,media market  social media marketing  Social Media  Social Media Tools  influencer marketing  Marketing  social marketing  analytics  listening  market (economics) business marketing,Conversant,4.6,https://www.coursera.org/learn/importance-of-listening
Site Reliability Engineering: Measuring and Managing Reliability,Coursera,DevOps  use error  specification (technical standard)  it service management  User Experience  Type I And Type Ii Errors  safety engineering  site reliability engineering  reliability engineering  Risk information-technology cloud-computing,Advanced,4.3,https://www.coursera.org/learn/site-reliability-engineering-slos
Statistics with R Capstone,Coursera,R Programming  Econometrics  Regression  rstudio  Bayesian  analysis  Bayesian Statistics  General Statistics  Data Analysis  modeling data-science probability-and-statistics,Advanced,4.6,https://www.coursera.org/learn/statistics-project
Fundamentals of Rehearsing Music Ensembles,Coursera,utility  harmony  Communication  i-deas  ordered pair  baton  music  chord  piano  Strategy arts-and-humanities music-and-art,Beginner,4.8,https://www.coursera.org/learn/music-ensembles
Develop a Company Website with Wix,Coursera,project  web  maximization (psychology)  brand  E-Commerce  Digital Marketing  search engine optimization  technical support  Project Management  Web Design business marketing,Beginner,4.6,https://www.coursera.org/learn/develop-a-company-website-with-wix
Marketing: Customer Needs and Wants,Coursera,pricing  brand  Channel Management  Target Market  Leadership and Management  customer experience  credit cards  market (economics)  value proposition  Marketing business business-strategy,Intermediate,4.4,https://www.coursera.org/learn/marketing-customers
Population Health: Syndemics,Coursera,health indicator  interact  syndemic  comorbidity  entry point  biology  qualitative research  observation  process  interview life-sciences public-health,Intermediate,5.0,https://www.coursera.org/learn/syndemics
Words Spun Out of Images: Visual and Literary Culture in Nineteenth Century Japan,Coursera,photography  history  japanese language  Culture  illustration  art  Poetry Writing  Art History  corporate spin-off  spins arts-and-humanities music-and-art,Intermediate,4.8,https://www.coursera.org/learn/visual-literary-culture-in-japan
Fundamentals of Engineering Exam Review,Coursera,flow network  Permutations  Mechanical Engineering  hydraulics  fluid mechanics  beam robotics  Differential Equations  Civil Engineering  torque  Manometers physical-science-and-engineering mechanical-engineering,Intermediate,4.6,https://www.coursera.org/learn/fe-exam
Linear Regression with Python,Coursera,Python Programming  Deep Learning  R Programming  mathematical optimization  Regression  Gradient  Computer Programming  linear regression  linearity  Machine Learning data-science machine-learning,Beginner,4.6,https://www.coursera.org/learn/linear-regression
Demand Analytics,Coursera,Demand Forecasting  supply chain analytics  demand  analytics  supply chain  seasonality  Categorical Variable  Forecasting  Demand Planning  analysis business business-essentials,Beginner,4.4,https://www.coursera.org/learn/demand-analytics
Change Leadership: Strategic Route Analysis with Miro,Coursera,leadership  Innovation  Planning  Change Management  empowerment  business case  modeling  personal advertisement  Mapping  project business business-strategy,Advanced,5.0,https://www.coursera.org/learn/route-analysis-miro
From Brand to Image: Creating High Impact Campaigns That Tell Brand Stories,Coursera,brand  Advertising  logo  photography  Brand Management  Marketing  unique selling proposition  sales presentation  brand marketing  positioning (marketing) business marketing,Intermediate,4.6,https://www.coursera.org/learn/brand-image-high-impact-campaign
Risk governance: Engage the board,Coursera,international finance  Risk Management  Risk  corporate governance  leadership  Communication  orchard  enterprise risk management  management process  risk management framework business leadership-and-management,Beginner,4.8,https://www.coursera.org/learn/risk-governance-engage-the-board
Design Thinking and Predictive Analytics for Data Products,Coursera,Logistic Regression  supervised learning  gradient descent  Gradient  statistical classification  Categorical Variable  Machine Learning  Regression  Missing Data  analysis data-science data-analysis,Intermediate,4.3,https://www.coursera.org/learn/design-thinking-predictive-analytics-data-products
Deep Learning Inference with Azure ML Studio,Coursera,web service  inference  Deep Learning  web application  Experiment  interfaces  Machine Learning  Network Model  web  Python Programming data-science machine-learning,Beginner,4.7,https://www.coursera.org/learn/azure-machine-learning-studio-deep-learning-inference
Project Management: Creating the WBS,Coursera,Leadership and Management  Project Management  deliverable  delegation  schedule  estimation (project management)  Microsoft Excel  organizing (management)  decomposition  project business business-essentials,Beginner,4.5,https://www.coursera.org/learn/project-management-creating-the-wbs
Approximation Algorithms,Coursera,relative change and difference  approximation algorithm  heuristic  hindley milner type system  polynomial-time approximation scheme  Algorithms  load balancing  Polynomial  linear programming  approximation computer-science algorithms,Intermediate,4.5,https://www.coursera.org/learn/approximation-algorithms
Analyzing Video with OpenCV and NumPy,Coursera,opencv  c dynamic memory allocation  internet  Framing  Python Programming  display devices  pixel  Software Engineering  Numpy  ipython computer-science software-development,Advanced,4.5,https://www.coursera.org/learn/analyzing-video-opencv-numpy
Fundamentals of Parallelism on Intel Architecture,Coursera,Computer Architecture  architecture  simd  parallel computing  unified parallel c  message passing  memory  automatic vectorization  openmp  message computer-science software-development,Intermediate,4.6,https://www.coursera.org/learn/parallelism-ia
Tinkering Fundamentals: Motion and Mechanisms,Coursera,discipline  chaining  pedagogy  teaching  child  experience  funds  principle  augmented assignment  phenomenon personal-development personal-development,Intermediate,5.0,https://www.coursera.org/learn/tinkering-motion-mechanisms
Text Mining and Analytics,Coursera,probability  Topic Model  Natural Language Processing  modeling  analysis  Document Classification  Mixture Model  text mining  analytics  sentiment analysis data-science data-analysis,Beginner,4.2,https://www.coursera.org/learn/text-mining
Geodesign: Change Your World,Coursera,Geology  Collaboration  Urban Planning  process  Interior Design  Geographic Information System  Influencing  lecture  awareness  Strategy physical-science-and-engineering environmental-science-and-sustainability,Intermediate,4.7,https://www.coursera.org/learn/geodesign
Design of High-Performance Optical Systems,Coursera,focal (hp-41)  order of approximation  approximation  system u  optics algorithm  prism (surveillance program)  beam robotics  physics  mir:ror  curvature physical-science-and-engineering electrical-engineering,Advanced,4.4,https://www.coursera.org/learn/design-high-performance-optical-systems
Introduction to PicsArt for Social Media Marketing,Coursera,media psychology  Social Media  Video Editing  visual arts  media market  project  Accounting  budget  ordered pair  social media marketing business marketing,Intermediate,0.0,https://www.coursera.org/learn/introduction-to-picsart-for-social-media-marketing
Introduction to Artificial Intelligence (AI),Coursera,Machine Learning  artificial general intelligence  application domain  ethics of artificial intelligence  Human Learning  language  Artificial Neural Networks  Computer Vision  ethics  Deep Learning data-science machine-learning,Conversant,4.7,https://www.coursera.org/learn/introduction-to-ai
Security Best Practices in Google Cloud,Coursera,key (cryptography)  access control list  data at rest  authentication  security  encryption  Software Security  uniform resource locator  System Software  authorization information-technology cloud-computing,Beginner,4.7,https://www.coursera.org/learn/security-best-practices-in-google-cloud
Nursing Informatics Leaders,Coursera,leadership  mentorship  Leadership Development  informatics  experience  research and development  leadership style  nursing  nursing informatics  Collaboration business leadership-and-management,Advanced,4.5,https://www.coursera.org/learn/health-informatics-leadership
Getting Started on Mainframe with z/OS Commands and Panels,Coursera,ibm cobol  system call  editing  login  display devices  exercise  command-line interface  Mainframe  find (command)  ispf information-technology data-management,Advanced,4.7,https://www.coursera.org/learn/z-commands-and-panels
"Probability Theory, Statistics and Exploratory Data Analysis",Coursera,Studentized Residual  General Statistics  probability theory  Central Tendency  probability  probabilistic independence  Random Variable  Data Analysis  covariance  randomness math-and-logic math-and-logic,Beginner,4.7,https://www.coursera.org/learn/probability-theory-statistics
Teaching the Violin and Viola: Creating a Healthy Foundation,Coursera,hand  Scaling  adult  icm registry  child  music  group dynamics  exercise  Stroke  posture arts-and-humanities music-and-art,Not Calibrated,4.6,https://www.coursera.org/learn/teach-violin-lessons
Chemerinsky on Constitutional Law - The Structure of Government,Coursera,foreign policy  federal reserve system  authority  constitution  tax law  law  erisa law  labour law  undecidable problem  semigroup action social-sciences law,Beginner,4.7,https://www.coursera.org/learn/chemerinsky-on-constitutional-law-structure-of-government
Nanophotonics and Detectors,Coursera,tailored access operations  noise  enabling  materials  Operations Management  recommender systems  homework  e-nable  electronics  euler's totient function physical-science-and-engineering electrical-engineering,Advanced,3.8,https://www.coursera.org/learn/nanophotonics-detectors
Image Denoising Using AutoEncoders in Keras and Python,Coursera,noise  image processing  Machine Learning  grayscale  noise reduction  ordered pair  Python Programming  Test Set  Autoencoder  Tensorflow data-science machine-learning,Beginner,4.4,https://www.coursera.org/learn/autoencoders-image-denoising
